customer_id,tenure_months,contract,monthly_charges,total_charges,tech_support,internet_service,payment_method,paperless_billing,support_tickets,churn
CUST-01753,47,Two Year,70.71,3034.51,Yes,Fiber Optic,Credit Card,No,2,0
CUST-01754,4,Month-to-Month,77.37,295.79,Yes,DSL,Electronic Check,Yes,1,1
CUST-01755,56,One Year,64.71,3356.8,No,Fiber Optic,Credit Card,Yes,0,1
CUST-01756,3,Month-to-Month,15.0,41.64,No,Fiber Optic,Electronic Check,No,0,1
CUST-01757,70,Two Year,41.58,2895.45,No,DSL,Electronic Check,No,2,0
CUST-01758,39,Two Year,66.86,2605.54,No,Fiber Optic,Credit Card,Yes,1,0
CUST-01759,69,Two Year,79.12,5356.34,No,Fiber Optic,Mailed Check,Yes,2,0
CUST-01760,10,Month-to-Month,25.26,228.71,No,DSL,Electronic Check,No,0,1
CUST-01761,20,Month-to-Month,68.66,1335.94,Yes,Fiber Optic,Bank Transfer,No,3,1
CUST-01762,33,Month-to-Month,41.94,1270.31,Yes,DSL,Electronic Check,Yes,0,0
CUST-01763,3,Month-to-Month,75.87,217.81,Yes,DSL,Electronic Check,Yes,1,1
CUST-01764,8,Month-to-Month,69.51,550.17,Yes,Fiber Optic,Electronic Check,Yes,0,1
CUST-01765,24,Month-to-Month,88.59,1994.38,No,DSL,Mailed Check,Yes,2,1
CUST-01766,54,Two Year,96.67,5183.03,No,Fiber Optic,Electronic Check,Yes,0,0
CUST-01767,52,Month-to-Month,81.47,4112.89,Yes,DSL,Credit Card,Yes,0,0
CUST-01768,7,Month-to-Month,91.51,595.79,No,No,Bank Transfer,No,3,1
CUST-01769,5,Two Year,61.24,278.49,No,No,Electronic Check,No,1,1
CUST-01770,48,One Year,140.58,6623.24,No,DSL,Mailed Check,Yes,1,0
CUST-01771,26,One Year,39.53,972.08,Yes,DSL,Bank Transfer,Yes,0,0
CUST-01772,58,One Year,56.81,2989.43,No,DSL,Bank Transfer,Yes,0,0
CUST-01773,22,Two Year,92.53,1853.09,No,DSL,Mailed Check,Yes,1,0
CUST-01774,27,One Year,88.82,2390.22,No,Fiber Optic,Bank Transfer,No,2,0
CUST-01775,16,Month-to-Month,82.18,1215.34,No,Fiber Optic,Electronic Check,No,0,1
CUST-01776,20,One Year,86.88,1731.79,No,Fiber Optic,Mailed Check,Yes,2,0
CUST-01777,51,Month-to-Month,17.91,884.29,Yes,No,Electronic Check,Yes,0,0
CUST-01778,34,Month-to-Month,109.73,3469.85,No,No,Credit Card,No,1,1
CUST-01779,48,Month-to-Month,64.9,2923.22,Yes,Fiber Optic,Mailed Check,Yes,1,0
CUST-01780,6,Month-to-Month,101.15,593.37,No,Fiber Optic,Bank Transfer,Yes,2,1
CUST-01781,39,One Year,19.16,705.05,Yes,Fiber Optic,Mailed Check,No,0,0
CUST-01782,34,Month-to-Month,76.41,2357.57,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-01783,66,Month-to-Month,55.91,3405.86,No,DSL,Electronic Check,Yes,1,0
CUST-01784,31,Month-to-Month,84.3,2576.8,No,DSL,Electronic Check,No,2,1
CUST-01785,8,Two Year,77.93,604.5,No,DSL,Bank Transfer,Yes,0,0
CUST-01786,51,Month-to-Month,79.15,3835.23,No,DSL,Bank Transfer,Yes,0,0
CUST-01787,11,One Year,43.53,442.7,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-01788,66,Two Year,68.58,4288.47,No,Fiber Optic,Mailed Check,Yes,0,0
CUST-01789,28,Month-to-Month,65.5,1795.27,No,Fiber Optic,Mailed Check,No,1,0
CUST-01790,57,One Year,82.38,4264.38,No,No,Bank Transfer,No,1,0
CUST-01791,48,Month-to-Month,94.73,4544.66,No,DSL,Electronic Check,No,2,0
CUST-01792,34,Month-to-Month,73.76,2472.67,Yes,No,Credit Card,Yes,1,1
CUST-01793,43,One Year,38.1,1526.56,Yes,DSL,Mailed Check,No,0,0
CUST-01794,14,Two Year,72.69,1004.49,Yes,DSL,Mailed Check,Yes,1,0
CUST-01795,6,Month-to-Month,135.28,785.85,No,DSL,Bank Transfer,Yes,2,1
CUST-01796,56,One Year,111.15,6016.73,No,DSL,Credit Card,Yes,2,0
CUST-01797,70,Month-to-Month,15.0,959.67,Yes,DSL,Mailed Check,No,1,0
CUST-01798,63,One Year,71.58,4467.1,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-01799,22,One Year,93.3,1939.78,Yes,DSL,Electronic Check,No,1,0
CUST-01800,26,One Year,65.44,1667.96,No,DSL,Electronic Check,No,2,0
CUST-01801,26,One Year,58.5,1414.46,Yes,DSL,Bank Transfer,Yes,1,0
CUST-01802,51,Month-to-Month,63.33,3006.33,No,Fiber Optic,Bank Transfer,No,3,0
CUST-01803,45,One Year,83.8,3757.68,No,Fiber Optic,Electronic Check,Yes,6,0
CUST-01804,58,One Year,41.29,2274.28,No,DSL,Electronic Check,Yes,0,0
CUST-01805,69,One Year,99.72,6233.82,No,DSL,Bank Transfer,Yes,1,0
CUST-01806,29,Month-to-Month,68.6,1956.72,No,Fiber Optic,Bank Transfer,No,2,1
CUST-01807,48,Month-to-Month,46.62,2064.83,No,Fiber Optic,Credit Card,Yes,2,1
CUST-01808,37,Month-to-Month,98.11,3586.06,No,Fiber Optic,Bank Transfer,No,1,1
CUST-01809,69,Month-to-Month,31.37,2146.44,No,Fiber Optic,Electronic Check,Yes,3,0
CUST-01810,26,Month-to-Month,56.12,1323.83,No,DSL,Bank Transfer,No,1,0
CUST-01811,14,Month-to-Month,55.71,747.37,Yes,Fiber Optic,Mailed Check,Yes,0,0
CUST-01812,28,One Year,123.6,3454.41,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-01813,45,Month-to-Month,52.87,2362.71,No,Fiber Optic,Mailed Check,Yes,3,0
CUST-01814,69,Two Year,16.13,1060.13,No,DSL,Credit Card,Yes,1,0
CUST-01815,60,Month-to-Month,55.45,3220.7,No,Fiber Optic,Electronic Check,Yes,0,1
CUST-01816,2,One Year,81.39,156.34,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-01817,37,Month-to-Month,89.6,3051.06,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-01818,12,Month-to-Month,126.91,1470.07,No,Fiber Optic,Credit Card,Yes,0,1
CUST-01819,27,One Year,105.17,2650.23,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-01820,68,Two Year,74.7,4743.32,No,DSL,Electronic Check,No,3,0
CUST-01821,71,Month-to-Month,47.71,3190.94,Yes,DSL,Electronic Check,Yes,0,0
CUST-01822,12,Month-to-Month,110.6,1307.58,Yes,DSL,Electronic Check,Yes,2,1
CUST-01823,11,One Year,60.79,617.76,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-01824,51,One Year,53.55,2526.44,Yes,Fiber Optic,Mailed Check,No,2,0
CUST-01825,30,Month-to-Month,59.57,1609.7,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-01826,32,Month-to-Month,38.69,1133.46,Yes,Fiber Optic,Bank Transfer,Yes,1,0
CUST-01827,63,Month-to-Month,58.37,3669.47,No,Fiber Optic,Credit Card,No,1,0
CUST-01828,67,Two Year,64.17,4055.99,Yes,Fiber Optic,Mailed Check,No,0,0
CUST-01829,65,Month-to-Month,88.27,5275.77,No,DSL,Credit Card,Yes,2,0
CUST-01830,57,Month-to-Month,60.3,3425.3,No,DSL,Mailed Check,No,1,0
CUST-01831,71,Two Year,38.31,2455.39,No,DSL,Bank Transfer,No,0,0
CUST-01832,52,Month-to-Month,29.91,1475.09,No,Fiber Optic,Bank Transfer,No,1,0
CUST-01833,64,Month-to-Month,75.24,4721.27,Yes,DSL,Credit Card,Yes,0,0
CUST-01834,39,Month-to-Month,71.82,2737.35,Yes,DSL,Mailed Check,No,1,0
CUST-01835,4,Month-to-Month,56.14,206.35,Yes,DSL,Bank Transfer,Yes,2,1
CUST-01836,59,Month-to-Month,58.31,3339.76,No,Fiber Optic,Bank Transfer,No,2,0
CUST-01837,67,Month-to-Month,79.71,5138.85,No,No,Credit Card,Yes,1,0
CUST-01838,23,One Year,104.76,2331.24,Yes,No,Electronic Check,No,0,0
CUST-01839,31,One Year,50.5,1450.61,No,DSL,Bank Transfer,No,1,0
CUST-01840,42,Month-to-Month,72.22,2975.83,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-01841,47,One Year,93.96,4221.47,Yes,DSL,Credit Card,Yes,1,0
CUST-01842,49,Month-to-Month,50.6,2411.24,Yes,Fiber Optic,Credit Card,Yes,2,0
CUST-01843,29,Two Year,69.61,2006.49,No,Fiber Optic,Bank Transfer,Yes,2,0
CUST-01844,62,Month-to-Month,69.05,4219.24,Yes,DSL,Mailed Check,Yes,0,0
CUST-01845,59,One Year,37.22,2148.18,No,Fiber Optic,Bank Transfer,No,4,0
CUST-01846,68,Month-to-Month,74.21,4687.82,No,Fiber Optic,Bank Transfer,No,1,0
CUST-01847,42,One Year,70.79,2691.94,No,No,Electronic Check,No,1,1
CUST-01848,6,Month-to-Month,83.88,481.87,Yes,DSL,Credit Card,Yes,1,1
CUST-01849,61,One Year,40.33,2222.61,No,No,Mailed Check,Yes,0,0
CUST-01850,6,Month-to-Month,70.25,409.45,No,DSL,Electronic Check,No,1,1
CUST-01851,14,Two Year,104.54,1425.04,No,DSL,Bank Transfer,Yes,2,0
CUST-01852,21,Month-to-Month,121.94,2448.81,Yes,Fiber Optic,Electronic Check,No,1,1
CUST-01853,14,One Year,102.0,1309.21,Yes,Fiber Optic,Bank Transfer,Yes,6,0
CUST-01854,53,Two Year,40.57,2123.49,Yes,No,Mailed Check,No,3,0
CUST-01855,32,Two Year,81.28,2495.86,Yes,Fiber Optic,Bank Transfer,Yes,2,0
CUST-01856,16,Month-to-Month,57.92,881.76,No,Fiber Optic,Electronic Check,No,1,1
CUST-01857,1,Month-to-Month,77.1,73.77,Yes,DSL,Bank Transfer,Yes,0,1
CUST-01858,16,Month-to-Month,50.69,736.66,No,No,Bank Transfer,Yes,1,0
CUST-01859,50,Month-to-Month,27.16,1322.75,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-01860,58,One Year,61.39,3226.2,No,Fiber Optic,Mailed Check,Yes,1,0
CUST-01861,22,Two Year,88.07,1855.85,No,Fiber Optic,Bank Transfer,No,4,0
CUST-01862,6,Two Year,77.2,424.72,Yes,DSL,Mailed Check,Yes,0,0
CUST-01863,41,Month-to-Month,80.07,3022.77,Yes,No,Electronic Check,Yes,2,0
CUST-01864,57,One Year,75.41,3968.79,No,Fiber Optic,Electronic Check,Yes,2,1
CUST-01865,6,Two Year,80.11,433.28,No,No,Mailed Check,Yes,0,0
CUST-01866,58,Two Year,83.24,4775.7,No,Fiber Optic,Credit Card,Yes,2,0
CUST-01867,13,Month-to-Month,63.13,804.62,No,Fiber Optic,Electronic Check,No,1,0
CUST-01868,19,Month-to-Month,72.07,1236.68,No,Fiber Optic,Bank Transfer,No,0,1
CUST-01869,45,Two Year,113.58,4629.12,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-01870,4,Month-to-Month,73.55,287.81,Yes,DSL,Mailed Check,No,1,0
CUST-01871,23,Month-to-Month,71.06,1472.05,Yes,Fiber Optic,Electronic Check,No,1,0
CUST-01872,10,Two Year,72.57,687.17,Yes,Fiber Optic,Mailed Check,No,1,0
CUST-01873,16,Two Year,64.55,940.6,No,No,Mailed Check,No,0,0
CUST-01874,56,Two Year,59.12,3175.52,Yes,No,Electronic Check,No,1,0
CUST-01875,17,One Year,75.22,1278.53,Yes,DSL,Credit Card,Yes,3,0
CUST-01876,4,Month-to-Month,57.36,210.44,No,DSL,Credit Card,Yes,3,1
CUST-01877,16,Month-to-Month,66.36,1057.16,Yes,DSL,Electronic Check,No,0,1
CUST-01878,7,Month-to-Month,50.24,346.95,Yes,Fiber Optic,Electronic Check,Yes,2,1
CUST-01879,45,One Year,72.7,3266.87,Yes,No,Bank Transfer,Yes,1,0
CUST-01880,71,Month-to-Month,84.6,5866.16,Yes,Fiber Optic,Credit Card,Yes,1,0
CUST-01881,13,One Year,64.7,829.07,Yes,No,Credit Card,Yes,1,0
CUST-01882,53,Month-to-Month,19.79,1006.35,Yes,Fiber Optic,Credit Card,Yes,1,0
CUST-01883,27,One Year,84.76,2258.15,Yes,Fiber Optic,Mailed Check,No,0,0
CUST-01884,6,Month-to-Month,73.0,399.08,No,No,Credit Card,No,2,0
CUST-01885,50,Month-to-Month,45.17,2200.15,Yes,DSL,Mailed Check,No,3,0
CUST-01886,16,Month-to-Month,89.33,1376.21,No,Fiber Optic,Electronic Check,No,3,1
CUST-01887,37,Month-to-Month,35.04,1174.59,No,DSL,Bank Transfer,Yes,0,1
CUST-01888,37,Two Year,96.14,3305.19,No,DSL,Bank Transfer,Yes,1,0
CUST-01889,44,Month-to-Month,68.57,2780.57,No,Fiber Optic,Credit Card,Yes,1,0
CUST-01890,10,Month-to-Month,15.0,141.08,No,DSL,Bank Transfer,No,0,1
CUST-01891,19,One Year,74.46,1301.33,Yes,Fiber Optic,Credit Card,No,1,1
CUST-01892,54,One Year,59.85,2997.53,Yes,DSL,Electronic Check,Yes,3,0
CUST-01893,68,Month-to-Month,56.08,3544.99,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-01894,1,Month-to-Month,51.56,49.5,No,DSL,Bank Transfer,No,3,0
CUST-01895,30,Month-to-Month,66.82,1831.18,No,No,Mailed Check,Yes,1,1
CUST-01896,64,One Year,57.87,3422.61,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-01897,21,Month-to-Month,23.58,461.37,Yes,Fiber Optic,Mailed Check,No,2,0
CUST-01898,33,Month-to-Month,101.8,3174.32,No,Fiber Optic,Credit Card,Yes,3,0
CUST-01899,66,Month-to-Month,63.89,3811.13,No,DSL,Credit Card,No,0,0
CUST-01900,70,One Year,51.7,3618.71,Yes,Fiber Optic,Bank Transfer,No,2,0
CUST-01901,48,Month-to-Month,41.79,1865.58,No,DSL,Bank Transfer,No,4,0
CUST-01902,50,Two Year,89.27,4145.41,No,Fiber Optic,Credit Card,No,1,0
CUST-01903,45,Month-to-Month,37.54,1614.1,No,Fiber Optic,Electronic Check,No,1,0
CUST-01904,21,One Year,73.35,1517.87,No,Fiber Optic,Bank Transfer,No,1,0
CUST-01905,64,Month-to-Month,55.41,3353.61,No,No,Bank Transfer,Yes,2,1
CUST-01906,3,Month-to-Month,56.86,157.77,Yes,DSL,Credit Card,Yes,0,1
CUST-01907,5,Month-to-Month,42.41,202.84,No,Fiber Optic,Electronic Check,No,0,1
CUST-01908,44,Two Year,54.49,2273.59,No,Fiber Optic,Credit Card,Yes,3,0
CUST-01909,61,Two Year,70.22,4036.3,No,Fiber Optic,Bank Transfer,Yes,3,0
CUST-01910,59,Month-to-Month,75.88,4469.7,No,No,Electronic Check,Yes,1,1
CUST-01911,49,Month-to-Month,50.36,2466.64,No,Fiber Optic,Mailed Check,No,0,0
CUST-01912,28,Two Year,67.73,1813.37,Yes,DSL,Electronic Check,No,1,0
CUST-01913,26,Month-to-Month,92.21,2174.02,Yes,Fiber Optic,Bank Transfer,Yes,2,1
CUST-01914,31,Month-to-Month,28.43,843.16,No,Fiber Optic,Mailed Check,No,0,0
CUST-01915,19,Month-to-Month,69.84,1320.65,Yes,No,Credit Card,Yes,1,0
CUST-01916,31,One Year,46.23,1422.48,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-01917,8,One Year,43.68,322.03,No,No,Credit Card,No,1,0
CUST-01918,24,One Year,76.53,1687.97,Yes,DSL,Mailed Check,Yes,1,1
CUST-01919,68,Two Year,56.37,3508.21,Yes,Fiber Optic,Credit Card,No,2,0
CUST-01920,51,Month-to-Month,39.58,1982.2,No,DSL,Credit Card,No,2,0
CUST-01921,11,Month-to-Month,103.11,1076.37,Yes,Fiber Optic,Bank Transfer,Yes,3,0
CUST-01922,21,Month-to-Month,93.0,1823.72,Yes,No,Electronic Check,Yes,2,1
CUST-01923,19,Month-to-Month,21.69,384.28,Yes,Fiber Optic,Credit Card,Yes,2,1
CUST-01924,21,Month-to-Month,33.14,645.51,Yes,Fiber Optic,Credit Card,No,3,0
CUST-01925,50,Month-to-Month,84.84,4192.21,No,DSL,Credit Card,Yes,1,0
CUST-01926,65,Month-to-Month,62.88,3845.92,No,DSL,Electronic Check,Yes,2,1
CUST-01927,52,One Year,107.51,5167.89,No,Fiber Optic,Credit Card,Yes,0,0
CUST-01928,36,Month-to-Month,85.41,2985.72,No,Fiber Optic,Electronic Check,No,0,0
CUST-01929,12,Month-to-Month,77.49,895.98,Yes,DSL,Mailed Check,No,0,0
CUST-01930,11,One Year,44.45,475.03,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-01931,59,One Year,82.29,4768.67,No,Fiber Optic,Mailed Check,Yes,1,0
CUST-01932,49,One Year,38.11,1699.56,No,DSL,Electronic Check,No,1,0
CUST-01933,37,Two Year,102.63,3418.33,Yes,DSL,Mailed Check,Yes,2,0
CUST-01934,42,One Year,80.55,3061.9,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-01935,62,Month-to-Month,49.38,2971.79,Yes,Fiber Optic,Bank Transfer,Yes,1,0
CUST-01936,59,Month-to-Month,90.12,5282.25,Yes,No,Electronic Check,Yes,1,0
CUST-01937,7,One Year,126.04,823.26,Yes,Fiber Optic,Mailed Check,Yes,0,1
CUST-01938,29,Month-to-Month,64.56,1831.27,No,DSL,Bank Transfer,Yes,2,1
CUST-01939,4,Month-to-Month,83.76,325.97,Yes,No,Credit Card,No,1,1
CUST-01940,28,Month-to-Month,59.2,1653.96,Yes,DSL,Mailed Check,No,3,0
CUST-01941,46,Month-to-Month,72.13,3142.39,No,Fiber Optic,Mailed Check,Yes,2,1
CUST-01942,16,Month-to-Month,32.32,474.0,No,Fiber Optic,Credit Card,Yes,0,1
CUST-01943,11,Month-to-Month,69.99,751.82,Yes,No,Credit Card,No,0,1
CUST-01944,36,Two Year,71.09,2512.87,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-01945,38,Two Year,114.97,4240.98,No,DSL,Mailed Check,Yes,2,0
CUST-01946,52,Month-to-Month,25.12,1288.37,No,Fiber Optic,Electronic Check,Yes,4,0
CUST-01947,2,Two Year,62.98,118.04,No,DSL,Bank Transfer,Yes,1,1
CUST-01948,18,Month-to-Month,102.2,1782.63,Yes,DSL,Credit Card,Yes,2,1
CUST-01949,57,Two Year,63.96,3377.34,No,Fiber Optic,Credit Card,Yes,1,0
CUST-01950,50,Two Year,65.72,3104.1,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-01951,65,Month-to-Month,49.17,2953.95,Yes,Fiber Optic,Electronic Check,No,3,0
CUST-01952,59,One Year,46.68,2521.27,Yes,DSL,Credit Card,Yes,0,0
CUST-01953,61,Two Year,24.35,1342.16,No,Fiber Optic,Credit Card,Yes,1,0
CUST-01954,37,Two Year,54.27,1942.01,No,No,Bank Transfer,No,2,0
CUST-01955,70,Two Year,45.27,3129.38,Yes,Fiber Optic,Electronic Check,No,1,0
CUST-01956,30,One Year,72.95,2038.46,No,Fiber Optic,Bank Transfer,Yes,0,1
CUST-01957,66,Month-to-Month,50.31,3130.94,No,Fiber Optic,Mailed Check,No,3,0
CUST-01958,29,Two Year,58.01,1514.66,Yes,Fiber Optic,Mailed Check,Yes,1,0
CUST-01959,32,One Year,58.69,1767.81,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-01960,50,One Year,68.8,3192.77,Yes,No,Electronic Check,No,2,0
CUST-01961,29,Month-to-Month,56.79,1576.78,No,DSL,Mailed Check,No,1,1
CUST-01962,11,One Year,43.46,473.69,Yes,DSL,Electronic Check,Yes,3,0
CUST-01963,65,Month-to-Month,72.14,4457.53,No,Fiber Optic,Mailed Check,Yes,4,1
CUST-01964,33,One Year,96.69,3087.24,No,DSL,Electronic Check,Yes,3,0
CUST-01965,67,Month-to-Month,73.21,4760.61,No,DSL,Mailed Check,Yes,1,0
CUST-01966,29,One Year,54.75,1453.18,No,DSL,Credit Card,Yes,0,0
CUST-01967,71,Two Year,66.92,4440.85,No,Fiber Optic,Bank Transfer,No,0,0
CUST-01968,44,Month-to-Month,18.73,751.03,No,Fiber Optic,Electronic Check,Yes,2,1
CUST-01969,56,Month-to-Month,66.51,3516.26,Yes,No,Bank Transfer,No,0,0
CUST-01970,55,Month-to-Month,59.99,3262.26,Yes,DSL,Electronic Check,Yes,0,0
CUST-01971,15,Two Year,46.66,663.57,Yes,Fiber Optic,Mailed Check,No,2,0
CUST-01972,59,One Year,51.2,2856.51,No,DSL,Electronic Check,No,0,0
CUST-01973,69,Month-to-Month,59.74,3796.14,Yes,DSL,Credit Card,No,3,0
CUST-01974,48,Month-to-Month,94.81,4236.97,Yes,Fiber Optic,Electronic Check,Yes,1,1
CUST-01975,69,Month-to-Month,97.3,6671.13,Yes,DSL,Credit Card,Yes,1,0
CUST-01976,61,Month-to-Month,46.8,2655.82,No,Fiber Optic,Bank Transfer,Yes,4,0
CUST-01977,48,Two Year,57.05,2664.84,Yes,Fiber Optic,Mailed Check,Yes,1,0
CUST-01978,35,One Year,57.69,1825.74,Yes,Fiber Optic,Credit Card,No,0,0
CUST-01979,62,Month-to-Month,90.24,5107.18,No,Fiber Optic,Mailed Check,Yes,1,0
CUST-01980,14,Two Year,73.64,959.98,No,No,Bank Transfer,Yes,0,0
CUST-01981,41,Month-to-Month,72.32,2935.89,No,DSL,Credit Card,Yes,0,1
CUST-01982,59,Two Year,83.41,4536.99,No,No,Electronic Check,No,0,0
CUST-01983,68,Month-to-Month,55.09,3643.76,No,DSL,Electronic Check,Yes,1,0
CUST-01984,20,One Year,104.1,1908.68,Yes,Fiber Optic,Credit Card,No,0,1
CUST-01985,7,Two Year,69.96,470.76,Yes,No,Electronic Check,No,1,0
CUST-01986,25,Month-to-Month,48.6,1164.8,No,DSL,Credit Card,Yes,0,0
CUST-01987,63,One Year,64.26,3895.33,Yes,No,Electronic Check,No,1,0
CUST-01988,38,Two Year,100.8,3557.02,No,Fiber Optic,Mailed Check,Yes,2,0
CUST-01989,4,Month-to-Month,59.37,217.58,No,No,Mailed Check,Yes,3,1
CUST-01990,9,Month-to-Month,93.74,834.08,Yes,DSL,Mailed Check,Yes,0,0
CUST-01991,25,One Year,54.37,1300.73,No,Fiber Optic,Credit Card,No,1,0
CUST-01992,25,Month-to-Month,50.86,1171.31,Yes,DSL,Electronic Check,Yes,1,0
CUST-01993,10,Month-to-Month,86.49,814.16,Yes,DSL,Bank Transfer,Yes,0,1
CUST-01994,36,Month-to-Month,48.15,1571.69,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-01995,35,One Year,90.56,3003.32,No,Fiber Optic,Electronic Check,Yes,1,1
CUST-01996,15,Month-to-Month,78.79,1113.76,No,Fiber Optic,Electronic Check,Yes,0,1
CUST-01997,17,Month-to-Month,48.16,747.71,Yes,Fiber Optic,Bank Transfer,Yes,3,0
CUST-01998,48,Two Year,68.21,3092.16,No,Fiber Optic,Bank Transfer,Yes,4,0
CUST-01999,69,Month-to-Month,56.28,3743.34,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-02000,72,Two Year,78.72,5627.31,Yes,DSL,Credit Card,No,1,0
CUST-02001,41,Month-to-Month,117.19,4662.18,No,Fiber Optic,Mailed Check,No,1,0
CUST-02002,3,Two Year,60.73,173.12,No,Fiber Optic,Credit Card,Yes,0,0
CUST-02003,65,One Year,83.34,5292.53,No,DSL,Electronic Check,No,2,0
CUST-02004,69,Month-to-Month,70.61,4521.27,No,Fiber Optic,Bank Transfer,Yes,3,0
CUST-02005,21,Two Year,70.6,1433.49,Yes,DSL,Electronic Check,Yes,2,0
CUST-02006,29,Month-to-Month,65.87,1720.17,No,Fiber Optic,Mailed Check,No,3,1
CUST-02007,2,Month-to-Month,48.56,88.11,Yes,DSL,Credit Card,No,1,1
CUST-02008,58,Month-to-Month,78.38,4375.23,No,Fiber Optic,Bank Transfer,Yes,2,0
CUST-02009,56,One Year,62.78,3231.81,Yes,Fiber Optic,Mailed Check,Yes,0,0
CUST-02010,2,Month-to-Month,47.38,91.81,Yes,No,Bank Transfer,Yes,1,0
CUST-02011,51,Month-to-Month,95.35,4686.21,No,Fiber Optic,Mailed Check,Yes,2,0
CUST-02012,30,Month-to-Month,72.48,1970.8,Yes,No,Electronic Check,No,2,1
CUST-02013,40,Month-to-Month,64.3,2415.75,No,Fiber Optic,Bank Transfer,No,0,0
CUST-02014,16,Month-to-Month,103.5,1591.91,No,DSL,Credit Card,Yes,0,1
CUST-02015,59,Month-to-Month,24.1,1381.16,No,Fiber Optic,Electronic Check,No,1,0
CUST-02016,30,Month-to-Month,101.82,2998.42,No,Fiber Optic,Bank Transfer,Yes,2,1
CUST-02017,61,Month-to-Month,48.0,2731.95,No,DSL,Credit Card,Yes,1,1
CUST-02018,11,One Year,75.29,814.67,No,Fiber Optic,Bank Transfer,No,3,0
CUST-02019,43,Month-to-Month,55.3,2224.35,Yes,DSL,Mailed Check,Yes,3,0
CUST-02020,23,One Year,46.92,972.0,No,No,Electronic Check,No,1,0
CUST-02021,70,Month-to-Month,102.85,6918.72,No,Fiber Optic,Electronic Check,Yes,2,0
CUST-02022,41,Month-to-Month,116.41,4410.87,No,DSL,Mailed Check,Yes,2,1
CUST-02023,52,Month-to-Month,64.47,3058.89,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-02024,7,Month-to-Month,78.39,508.03,Yes,No,Electronic Check,Yes,3,1
CUST-02025,49,Month-to-Month,71.42,3439.36,No,No,Mailed Check,Yes,1,1
CUST-02026,8,Two Year,113.26,898.29,Yes,No,Bank Transfer,No,0,0
CUST-02027,27,Month-to-Month,17.17,461.81,No,No,Electronic Check,No,4,0
CUST-02028,17,Month-to-Month,79.43,1256.17,No,DSL,Bank Transfer,No,1,1
CUST-02029,1,One Year,51.82,49.0,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-02030,43,Month-to-Month,15.0,632.26,Yes,Fiber Optic,Bank Transfer,Yes,3,1
CUST-02031,18,Month-to-Month,60.99,1022.94,Yes,No,Mailed Check,Yes,1,0
CUST-02032,37,Month-to-Month,116.2,4035.05,Yes,DSL,Mailed Check,Yes,1,1
CUST-02033,56,Month-to-Month,53.6,2772.66,Yes,Fiber Optic,Mailed Check,Yes,1,0
CUST-02034,13,Month-to-Month,89.77,1117.1,Yes,DSL,Bank Transfer,No,0,0
CUST-02035,52,One Year,99.97,5021.31,No,No,Bank Transfer,Yes,0,0
CUST-02036,22,Two Year,69.68,1428.48,Yes,DSL,Bank Transfer,No,0,0
CUST-02037,24,Month-to-Month,73.01,1581.26,No,No,Electronic Check,No,2,1
CUST-02038,42,One Year,27.09,1107.73,Yes,No,Credit Card,Yes,1,0
CUST-02039,46,One Year,52.1,2304.71,Yes,DSL,Electronic Check,Yes,1,0
CUST-02040,48,Month-to-Month,92.68,4101.2,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-02041,15,One Year,71.52,999.28,Yes,DSL,Electronic Check,Yes,2,0
CUST-02042,42,One Year,79.18,3311.3,No,Fiber Optic,Credit Card,No,2,0
CUST-02043,19,Two Year,73.33,1341.75,No,DSL,Bank Transfer,Yes,5,0
CUST-02044,20,Two Year,124.8,2395.03,No,Fiber Optic,Credit Card,Yes,0,0
CUST-02045,69,Month-to-Month,59.24,3940.28,No,DSL,Bank Transfer,No,1,0
CUST-02046,8,Month-to-Month,110.14,877.11,No,Fiber Optic,Credit Card,Yes,0,0
CUST-02047,30,Month-to-Month,73.34,2054.96,No,Fiber Optic,Bank Transfer,Yes,0,1
CUST-02048,32,Month-to-Month,112.35,3336.67,Yes,Fiber Optic,Bank Transfer,No,1,1
